Date,BTC-USD,ETC-USD,LTC-USD,XMR-USD,NEO-USD,XRP-USD,ZEC-USD
2019-05-28,8802.7578125,8.159734725952148,117.89189147949219,97.90142059326172,12.485480308532715,0.4337809979915619,76.76502227783203
2019-05-29,8718.591796875,8.220690727233887,114.92544555664062,96.05440521240234,12.668449401855469,0.4467470049858093,85.53878784179688
2019-05-30,8661.7607421875,8.169967651367188,115.14059448242188,94.0056381225586,13.520682334899902,0.44378599524497986,84.99491882324219
2019-05-31,8320.2861328125,8.144024848937988,108.69622039794922,91.96730041503906,12.714376449584961,0.4223319888114929,83.4951171875
2019-06-01,8573.83984375,8.65155029296875,114.46625518798828,93.28645324707031,13.555693626403809,0.4387109875679016,90.5014877319336
2019-06-02,8565.4736328125,8.579875946044922,112.71016693115234,93.04439544677734,13.740635871887207,0.4309529960155487,86.74163818359375
2019-06-03,8741.7470703125,9.518381118774414,114.66870880126953,94.9642333984375,14.110116958618164,0.44467398524284363,88.83039093017578
2019-06-04,8210.9853515625,9.398344993591309,107.37293243408203,89.66423797607422,12.619294166564941,0.4254150092601776,84.1519775390625
2019-06-05,7704.34326171875,8.242176055908203,102.11949920654297,83.4119873046875,11.487075805664062,0.400272011756897,77.76762390136719
2019-06-06,7819.63330078125,8.165029525756836,103.80683135986328,85.04264831542969,11.585062980651855,0.40233299136161804,80.7664566040039
2019-06-07,7826.9013671875,7.9696431159973145,110.97515106201172,86.87904357910156,11.680861473083496,0.41954800486564636,79.935302734375
2019-06-08,8036.77490234375,8.221437454223633,117.278076171875,88.30549621582031,12.251220703125,0.42326098680496216,83.94014739990234
2019-06-09,7949.6748046875,8.459623336791992,118.5860595703125,87.56094360351562,12.040630340576172,0.4126890003681183,80.80945587158203
2019-06-10,7692.28466796875,8.136030197143555,114.99555969238281,83.68004608154297,11.529458999633789,0.3881860077381134,77.55877685546875
2019-06-11,8004.24365234375,8.284958839416504,129.26412963867188,86.97346496582031,12.306529998779297,0.4006739854812622,80.29357147216797
2019-06-12,7925.43408203125,8.26289176940918,136.08583068847656,86.66249084472656,12.327884674072266,0.3943510055541992,79.81007385253906
2019-06-13,8145.54541015625,8.577767372131348,135.68211364746094,90.20635223388672,12.912013053894043,0.40169599652290344,91.49314880371094
2019-06-14,8230.8984375,8.517905235290527,131.3140106201172,89.29827117919922,13.042570114135742,0.4008390009403229,87.80998229980469
